PackagingApparaat,Herkomst,Risicokwalificatie,Koffieboon,Panel Test,Klantretourpercentage,Registratiedatum,FillingDatumTijdEind,PackagingDatumTijdEind,FillingApparaat,Cost,Voorraadniveaus,FillingDatumTijdStart,Benuttingsgraad,GrindingDatumTijdEind,Cyclustijd,GrindingDatumTijdStart,LeverancierLevertijd,Leveranciersbeoordeling,Roosterprofiel,Klanttevredenheid,Gewichtscontrole,FillingID,Duurzaamheid Score,PackagingDatumTijdStart,Audit van Leverancier,Batchnr,CO2-Footprint,Opmerkingen,ProcessTime,Fair-Trade Score,Defectpercentage,Energieverbruik,GrindingApparaat,PackagingID,Laatste Audit,GrindingID
Packager 5,Costa Rica,Zeer Hoog,Robusta,Voldoet,0.80%,2022-09-21,2021-09-15 09:14:52.335252,2021-09-15 10:35:46.352123,Filling Machine 2,550.46,100,2021-09-15 09:06:35.178315,78.31%,2021-09-15 08:53:42.895231,4.1,2021-09-15 08:37:56,15 dagen,2.0,Licht,6,1.17 kg,5192,60,2021-09-15 10:16:15.739942,Herziening vereist,8734,8.01 kg CO2/kg,Geen,5.01 hours,44,4.01%,191.0 kWh,Grinder 4,1227,2023-05-13,9999
Packager 4,Panama,Hoog,Arabica,Voldoet,0.72%,,2021-04-29 20:11:30.594624,2021-04-29 21:36:05.919159,Filling Machine 1,492.69,200,2021-04-29 19:51:13.100354,66.61%,2021-04-29 19:18:55.802959,4.1,2021-04-29 18:57:23,21 dagen,7.0,Medium-Donker,3,1.43 kg,7955,47,2021-04-29 21:08:39.395643,Goedgekeurd,8507,6.39 kg CO2/kg,Geen,-2 hours,45,2.30%,429.0 kWh,Grinder 1,5688,2023-08-08,2709
Packager 4,Jamaica,Hoog,Robusta,Voldoet,1.29%,2022-08-27,2023-07-18 08:11:40.739624,2023-07-18 09:31:34.382154,Filling Machine 4,555.9,100,2023-07-18 07:52:36.872999,82.61%,2023-07-18 07:22:07.461185,5.12,31-02-2025 25:61:61,11 dagen,5.0,Medium,10,1.26 kg,6740,38,2023-07-18 09:05:33.861803,Goedgekeurd,5202,9.15 kg CO2/kg,Geen,5.12 hours,39,3.18%,435.0 kWh,Grinder 1,689,2022-10-25,7307
Packager 3,Thailand,Zeer Hoog,Arabica,Voldoet gedeeltelijk,1.79%,2020-01-20,2022-06-20 18:09:06.676024,2022-06-20 19:12:15.493849,Filling Machine 1,567.79,298,2022-06-20 17:53:29.330443,68.03%,2022-06-20 17:08:13.136484,5.36,2022-06-20 16:41:49,14 dagen,5.0,Medium-Donker,1,0.92 kg,7790,27,2022-06-20 18:56:59.178311,Afgekeurd,6573,8.89 kg CO2/kg,Uitstekende kwaliteit,5.36 hours,51,3.94%,,Grinder 5,5650,2020-11-26,5144
Packager 5,Guatemala,Laag,Liberica,Voldoet,1.72%,2023-10-06,2020-02-22 07:41:35.056989,2020-02-22 09:15:31.572262,Filling Machine 5,534.88,200,2020-02-22 07:29:52.404602,80.26%,2020-02-22 07:25:19.935769,4.7,2020-02-22 07:08:44,8 dagen,4.0,Medium,4,1.02 kg,9104,27,2020-02-22 08:45:51.922544,Goedgekeurd,9719,4.24 kg CO2/kg,Geen,4.70 hours,46,1.61%,202.0 kWh,Grinder 5,9573,2024-06-02,299
Packager 3,Papoea-Nieuw-Guinea,Hoog,Robusta,Voldoet,0.86%,2020-01-15,0000-00-00 00:00:00,2020-07-20 19:28:54.140429,Filling Machine 2,593.74,100,2020-07-20 17:54:43.066858,95.46%,2020-07-20 17:21:25.502751,5.87,2020-07-20 17:00:40,15 dagen,6.0,Medium,5,0.61 kg,2536,60,2020-07-20 18:57:35.893063,Goedgekeurd,3756,6.06 kg CO2/kg,Uitstekende kwaliteit,5.87 hours,11,1.35%,197.0 kWh,Grinder 3,1902,2020-02-15,1101
Packager 4,Madagascar,Matig,Arabica,Voldoet gedeeltelijk,0.00%,2020-08-12,2021-08-05 17:32:32.349227,2021-08-05 19:02:33.187960,Filling Machine 5,513.52,200,2021-08-05 17:15:52.451207,90.39%,2021-08-05 16:38:14.209279,4.27,2021-08-05 16:23:09,9 dagen,5.0,Medium-Donker,2,1.05 kg,2203,66,2021-08-05 18:29:16.534226,Herziening vereist,8840,10.00 kg CO2/kg,Geen,4.27 hours,5,2.66%,438.0 kWh,Grinder 1,5971,2021-01-12,3280
Packager 3,Malawi,Hoog,Arabica,Voldoet gedeeltelijk,1.61%,2020-03-17,2022-03-12 07:19:13.375018,2022-03-12 09:01:52.074672,Filling Machine 1,505.05,100,31-02-2025 25:61:61,66.73%,2022-03-12 06:31:39.658705,4.39,2022-03-12 06:07:47,21 dagen,6.0,Medium-Donker,3,1.06 kg,2157,39,2022-03-12 08:17:53.960398,Goedgekeurd,2742,3.19 kg CO2/kg,Geen,4.39 hours,16,1.10%,254.0 kWh,Grinder 2,1347,2020-12-12,4569
Packager 1,Honduras,Hoog,Robusta,Voldoet,0.74%,,2020-07-18 07:43:50.393323,31-02-2025 25:61:61,Filling Machine 2,451.92,298,2020-07-18 07:29:43.185772,70.74%,2020-07-18 06:48:32.662836,3.04,2020-07-18 06:32:05,9 dagen,7.0,Medium,9,1.11 kg,6627,14,2020-07-18 08:45:04.453273,Goedgekeurd,3712,4.86 kg CO2/kg,Geen,3.04 hours,61,1.99%,210.0 kWh,Grinder 4,7061,2020-08-14,1091
Packager 5,Colombia,Kritiek,Robusta,Voldoet,1.49%,2020-02-15,2020-11-29 19:09:15.811821,2020-11-29 20:48:25.366490,Filling Machine 5,556.16,298,2020-11-29 18:52:33.812983,68.84%,onbekend,5.12,2020-11-29 17:48:58,9 dagen,6.0,Licht,999,1.16 kg,4775,64,2020-11-29 20:12:10.033006,Afgekeurd,9140,6.04 kg CO2/kg,Geen,5.12 hours,44,1.86%,250.0 kWh,Grinder 5,2869,2020-06-09,1853
Packager 1,Laos,Laag,Arabica,Voldoet,1.64%,2021-04-08,2022-02-06 21:58:43.988348,2022-02-06 23:37:32.946479,Filling Machine 2,533.41,400,2022-02-06 21:45:31.389989,65.78%,2022-02-06 21:15:08.609286,4.67,2022-02-06 20:50:02,20 dagen,7.0,Donker,5,0.69 kg,8866,57,2022-02-06 23:20:11.790236,Herziening vereist,5589,7.82 kg CO2/kg,Geen,4.67 hours,30,1.19%,292.0 kWh,Grinder 3,4667,2021-06-26,4348
Packager 1,Costa Rica,Matig,Arabica,Voldoet,0.76%,2020-01-29,2022-10-01 05:21:38.838504,2022-10-01 06:58:52.807812,Filling Machine 4,492.82,500,2022-10-01 05:06:05.007150,77.76%,2022-10-01 04:32:06.476705,3.86,2022-10-01 04:08:45,6 dagen,6.0,Medium,999,0.79 kg,4160,-10,2022-10-01 06:29:28.504362,Goedgekeurd,2463,,Geen,3.86 hours,31,4.02%,282.0 kWh,Grinder 5,2834,2020-04-20,5706
Packager 4,Filipijnen,Matig,Robusta,Voldoet,1.53%,2020-10-09,2022-03-02 21:37:47.966736,2022-03-03 00:06:06.503418,Filling Machine 1,505.05,298,2022-03-02 21:20:18.934003,63.89%,onbekend,4.1,2022-03-02 20:27:18,15 dagen,4.0,Medium,9,0.97 kg,8991,61,0000-00-00 00:00:00,Afgekeurd,2688,9.21 kg CO2/kg,Geen,3.60 hours,63,2.40%,334.0 kWh,Grinder 3,2637,2021-09-09,4504
Packager 1,Bolivia,Laag,Arabica,Voldoet,1.41%,2020-03-10,2023-11-16 19:13:55.825625,2023-11-16 20:36:07.818106,Filling Machine 3,425.0,300,onbekend,69.27%,2023-11-16 18:20:23.066478,2.5,2023-11-16 17:53:55,14 dagen,5.0,Licht,999,1.02 kg,4326,63,2023-11-16 20:10:28.448138,Goedgekeurd,6308,6.36 kg CO2/kg,Geen,2.50 hours,44,2.25%,228.0 kWh,Grinder 3,6965,2021-01-17,7934
Packager 3,Guatemala,Matig,Robusta,Voldoet,0.45%,2022-12-21,2022-08-08 01:52:16.136736,2022-08-08 03:48:15.380410,Filling Machine 1,538.28,400,2022-08-08 01:27:22.056153,98.98%,2022-08-08 00:51:24.317313,4.77,2022-08-08 00:29:35,8 dagen,2.0,Medium,7,1.04 kg,4671,59,2022-08-08 03:10:04.869452,Goedgekeurd,4953,7.67 kg CO2/kg,Geen,4.77 hours,64,1.28%,324.0 kWh,Grinder 1,1983,2023-10-19,5390
Packager 2,Vietnam,Hoog,Arabica,Voldoet gedeeltelijk,1.71%,2020-11-16,2021-04-29 10:33:39.906779,2021-04-29 12:51:06.800268,Filling Machine 4,500.1,300,2021-04-29 10:10:34.461593,59.02%,2021-04-29 09:47:03.708081,4.1,2021-04-29 09:29:55,9 dagen,2.0,Medium,1,1.15 kg,4946,73,2021-04-29 11:53:13.232928,Goedgekeurd,4440,7.04 kg CO2/kg,Geen,4.00 hours,28,1.33%,232.0 kWh,Grinder 3,5818,2021-03-09,2707
Packager 5,Dominicaanse Republiek,Matig,Excelsa,Voldoet,1.36%,2021-10-07,2023-11-18 10:28:39.968624,2023-11-18 11:42:39.401442,Filling Machine 2,545.83,298,2023-11-18 10:06:29.682177,51.98%,2023-11-18 09:28:32.219956,4.92,2023-11-18 09:10:35,10 dagen,3.0,Medium-Donker,4,0.68 kg,7672,40,2023-11-18 11:22:20.968525,Goedgekeurd,3723,,Geen,4.92 hours,55,2.75%,-100 kWh,Grinder 5,3558,2022-05-29,7944
Packager 5,Zimbabwe,Kritiek,Robusta,Voldoet niet,1.24%,2023-06-28,2021-06-13 04:43:25.896601,2021-06-13 06:40:54.144854,Filling Machine 4,566.61,200,2021-06-13 04:30:13.841732,62.97%,2021-06-13 03:45:17.764743,5.33,31-02-2025 25:61:61,21 dagen,4.0,Donker,2,1.11 kg,290,52,2021-06-13 06:09:28.017454,Afgekeurd,1910,3.90 kg CO2/kg,Herziening vereist,5.33 hours,14,2.13%,236.0 kWh,Grinder 4,6709,,2964
Packager 1,Peru,Laag,Robusta,Voldoet gedeeltelijk,1.05%,2020-09-27,2022-08-26 20:04:09.757119,2022-08-26 21:28:38.663056,Filling Machine 2,495.38,100,2022-08-26 19:54:40.220260,74.83%,2022-08-26 19:23:56.306817,3.91,2022-08-26 18:58:19,17 dagen,1.0,Medium,4,1.27 kg,7225,35,2022-08-26 21:19:10.283750,Herziening vereist,6034,5.22 kg CO2/kg,Geen,3.91 hours,75,1.55%,198.0 kWh,Grinder 3,3487,2020-12-30,5490
Packager 1,Papoea-Nieuw-Guinea,Hoog,Arabica,Voldoet,0.87%,2020-07-15,2021-02-12 19:13:37.647206,2021-02-12 21:09:15.077025,Filling Machine 5,556.92,500,2021-02-12 18:51:44.258322,78.79%,onbekend,4.1,2021-02-12 18:10:38,9 dagen,4.0,Medium,4,1.02 kg,7618,62,2021-02-12 20:48:39.506693,Goedgekeurd,9955,1.00 kg CO2/kg,Geen,5.14 hours,28,1.21%,385.0 kWh,Grinder 2,3623,2020-11-19,9999
Packager 5,Puerto Rico,Matig,Robusta,Voldoet,1.31%,2020-09-17,2022-12-07 20:42:21.040506,2022-12-07 22:05:36.035220,Filling Machine 5,486.27,300,2022-12-07 20:16:58.947968,81.16%,2022-12-07 19:54:55.397914,3.73,2022-12-07 19:37:15,5 dagen,6.0,Medium,-3,1.16 kg,9597,59,2022-12-07 21:47:27.081250,Herziening vereist,9544,6.56 kg CO2/kg,Geen,3.73 hours,20,2.49%,303.0 kWh,Grinder 2,404,2021-01-07,6071
Packager 3,Myanmar,Matig,Excelsa,Voldoet,0.97%,2022-10-01,2022-04-28 09:12:18.741979,2022-04-28 11:16:12.713605,Filling Machine 4,482.16,400,2022-04-28 08:51:40.444062,85.24%,2022-04-28 08:24:30.096085,3.64,2022-04-28 08:07:59,11 dagen,7.0,Licht,5,0.80 kg,5626,45,2022-04-28 10:36:59.128185,Herziening vereist,9370,4.70 kg CO2/kg,Geen,-2 hours,55,1.76%,onbekend,Grinder 4,3379,2022-11-19,4831
Packager 1,Ivoorkust,Zeer Hoog,Robusta,Voldoet,0.79%,2022-02-09,2023-07-03 23:43:47.565465,onbekend,Filling Machine 1,490.03,298,2023-07-03 23:25:35.509967,65.17%,2023-07-03 22:44:03.714356,3.8,2023-07-03 22:16:54,14 dagen,,Medium,3,0.98 kg,9187,58,2023-07-04 00:30:08.562863,Herziening vereist,7623,2.71 kg CO2/kg,Geen,3.80 hours,32,1.08%,252.0 kWh,Grinder 2,1093,2022-05-04,7225
Packager 3,Vietnam,Hoog,Robusta,Voldoet gedeeltelijk,1.94%,2022-12-30,2022-01-17 15:11:27.506293,2022-01-17 16:24:03.948461,Filling Machine 2,576.4,200,2022-01-17 14:57:57.233092,100.00%,2022-01-17 14:45:26.156877,5.53,2022-01-17 14:29:35,15 dagen,3.0,Licht,7,0.92 kg,1649,34,2022-01-17 16:08:17.100743,Herziening vereist,1814,4.37 kg CO2/kg,Geen,5.53 hours,55,3.14%,287.0 kWh,Grinder 5,2922,2023-03-20,4230
Packager 2,Bolivia,Matig,Liberica,Voldoet niet,1.45%,2023-05-06,onbekend,2023-07-15 08:12:29.563388,Filling Machine 1,491.02,300,2023-07-15 06:33:18.474366,88.31%,2023-07-15 06:00:04.607931,3.82,2023-07-15 05:52:34,12 dagen,7.0,Medium,4,0.78 kg,7153,41,2023-07-15 07:48:01.419549,Goedgekeurd,8306,1.23 kg CO2/kg,Geen,3.82 hours,45,2.31%,259.0 kWh,Grinder 2,2699,2023-09-06,7285
Packager 2,Costa Rica,Laag,Arabica,Voldoet,1.04%,2021-08-08,2021-03-11 19:38:36.193543,2021-03-11 21:20:45.231462,Filling Machine 2,451.0,200,2021-03-11 19:26:38.443724,87.92%,2021-03-11 18:44:58.809587,3.02,2021-03-11 18:14:21,14 dagen,9.0,Medium-Donker,2,1.14 kg,8782,15,2021-03-11 20:54:49.769407,Goedgekeurd,1191,6.09 kg CO2/kg,Geen,3.02 hours,77,2.03%,218.0 kWh,Grinder 4,520,2021-10-01,2440
,Costa Rica,Matig,Robusta,Voldoet,1.86%,2021-02-01,2021-07-12 09:14:02.905224,2021-07-12 10:54:52.916450,Filling Machine 2,505.05,298,2021-07-12 09:00:28.041039,83.81%,2021-07-12 08:27:42.659949,4.79,onbekend,25 dagen,6.0,Medium-Donker,3,1.10 kg,9168,49,2021-07-12 10:39:49.112279,Goedgekeurd,3879,9.65 kg CO2/kg,Geen,4.79 hours,21,1.63%,225.0 kWh,Grinder 5,4833,2021-06-15,3147
Packager 2,El Salvador,Kritiek,Arabica,Voldoet,0.21%,2020-08-03,2021-01-15 09:15:55.293583,2021-01-15 10:52:28.651203,Filling Machine 5,445.24,300,2021-01-15 09:01:21.179971,67.17%,2021-01-15 08:28:56.153063,2.9,2021-01-15 08:05:00,6 dagen,8.0,Licht,1,1.06 kg,3873,45,2021-01-15 10:47:24.764836,Afgekeurd,2909,1.00 kg CO2/kg,Geen,2.90 hours,24,1.95%,234.0 kWh,Grinder 4,9753,2021-05-16,2118
Packager 1,Cuba,Zeer Hoog,Excelsa,Voldoet gedeeltelijk,0.81%,2022-10-23,2023-06-24 11:46:24.798368,0000-00-00 00:00:00,Filling Machine 3,470.61,200,2023-06-24 11:25:42.682321,63.61%,2023-06-24 10:57:18.318214,3.41,2023-06-24 10:26:10,15 dagen,6.0,Medium,5,0.95 kg,85,23,2023-06-24 13:05:14.723363,Afgekeurd,8541,8.63 kg CO2/kg,Geen,3.41 hours,47,0.73%,258.0 kWh,Grinder 1,8629,2023-01-25,7177
Packager 5,Puerto Rico,Kritiek,Arabica,Voldoet,1.83%,2020-11-06,2023-09-16 18:30:44.739838,2023-09-16 20:01:56.579929,Filling Machine 1,496.26,100,2023-09-16 18:10:39.122261,71.27%,2023-09-16 17:21:46.838164,3.93,2023-09-16 17:00:41,15 dagen,,Medium-Donker,2,0.89 kg,4378,54,0000-00-00 00:00:00,Afgekeurd,6303,1.00 kg CO2/kg,Geen,3.93 hours,42,1.92%,271.0 kWh,Grinder 3,6600,2021-07-31,7622
Packager 2,Dominicaanse Republiek,Kritiek,Liberica,Voldoet gedeeltelijk,1.97%,2022-12-28,2020-09-07 23:35:05.690033,2020-09-08 01:08:07.099329,Filling Machine 4,567.01,300,2020-09-07 23:19:14.552169,67.49%,2020-09-07 22:54:46.686788,5.34,2020-09-07 22:18:21,17 dagen,5.0,Medium,2,1.37 kg,8588,41,2020-09-08 00:27:11.055204,Herziening vereist,4217,5.13 kg CO2/kg,Uitstekende kwaliteit,5.34 hours,21,2.15%,259.0 kWh,Grinder 4,4983,2023-12-03,1374
Packager 4,Kameroen,Laag,Robusta,Voldoet niet,0.24%,2020-08-19,2023-09-04 01:02:03.977108,2023-09-04 02:41:44.690960,Filling Machine 1,554.49,200,2023-09-04 00:46:47.673122,65.06%,2023-09-04 00:03:48.391283,5.09,2023-09-03 23:44:58,24 dagen,,Medium-Donker,2,1.27 kg,1060,59,2023-09-04 02:05:35.314942,Goedgekeurd,9639,6.35 kg CO2/kg,Geen,5.09 hours,36,1.54%,257.0 kWh,Grinder 5,1521,2021-02-27,7542
,Costa Rica,Matig,Arabica,Voldoet,0.81%,2022-05-06,2023-01-28 09:27:49.733528,2023-01-28 11:28:24.933188,Filling Machine 2,505.05,400,2023-01-28 09:14:18.664652,55.49%,2023-01-28 08:41:00.030271,3.47,2023-01-28 08:30:22,19 dagen,6.0,Licht,8,1.14 kg,3220,65,2023-01-28 10:52:46.056016,Afgekeurd,1464,3.34 kg CO2/kg,Geen,500 hours,82,2.23%,239.0 kWh,Grinder 5,4318,2023-03-12,6383
Packager 3,Laos,Matig,Excelsa,Voldoet,1.26%,2023-01-03,2023-05-28 19:05:00.527785,2023-05-28 20:01:06.568875,Filling Machine 1,458.66,298,2023-05-28 18:45:50.872363,70.84%,onbekend,3.17,2023-05-28 18:00:12,21 dagen,7.0,Medium,5,1.10 kg,3213,57,2023-05-28 19:43:35.915065,Herziening vereist,8827,3.90 kg CO2/kg,Geen,3.17 hours,76,1.59%,,Grinder 4,9996,2023-10-25,7029
Packager 3,Bolivia,Matig,Arabica,Voldoet gedeeltelijk,0.98%,2023-12-09,2022-05-14 03:43:36.246643,2022-05-14 05:14:26.770457,Filling Machine 4,540.73,100,2022-05-14 03:37:57.879801,67.49%,2022-05-14 03:02:53.778884,4.1,2022-05-14 02:40:23,21 dagen,5.0,Medium,4,0.85 kg,7553,47,2022-05-14 04:23:55.683207,Afgekeurd,3848,9.60 kg CO2/kg,Uitstekende kwaliteit,4.81 hours,75,1.33%,159.0 kWh,Grinder 2,6334,2024-07-05,4922
Packager 4,Myanmar,Hoog,Arabica,Voldoet niet,1.61%,2022-08-10,2021-10-03 04:21:56.220860,2021-10-03 05:34:15.849471,Filling Machine 4,505.05,100,2021-10-03 04:08:40.746076,68.03%,2021-10-03 03:45:45.452448,3.43,2021-10-03 03:31:28,17 dagen,5.0,Medium,10,0.84 kg,7593,29,2021-10-03 05:05:17.008336,Afgekeurd,1937,3.62 kg CO2/kg,Geen,3.43 hours,42,0.72%,327.0 kWh,Grinder 5,9388,2023-01-01,0000
Packager 3,Panama,Matig,Robusta,Voldoet gedeeltelijk,0.22%,2022-05-18,2022-04-01 06:35:24.882437,2022-04-01 07:54:04.171227,Filling Machine 1,466.71,300,onbekend,75.00%,2022-04-01 06:02:08.306147,3.33,2022-04-01 05:35:00,23 dagen,4.0,Medium-Donker,5,0.69 kg,8974,53,2022-04-01 07:45:41.734317,Afgekeurd,1095,6.03 kg CO2/kg,Geen,3.33 hours,16,1.57%,245.0 kWh,Grinder 2,3046,2022-10-07,4697
Packager 4,Dominicaanse Republiek,Matig,Arabica,Voldoet,1.13%,2022-03-17,2021-02-25 12:02:41.626550,2021-02-25 13:18:01.591932,Filling Machine 1,501.43,400,2021-02-25 11:44:25.033499,95.20%,2021-02-25 11:26:15.390025,4.03,2021-02-25 11:17:12,5 dagen,4.0,Medium,5,0.94 kg,518,59,2021-02-25 12:42:54.124769,Afgekeurd,8568,8.85 kg CO2/kg,Geen,4.03 hours,51,3.37%,420.0 kWh,Grinder 1,9612,2022-09-23,2353
Packager 1,Nicaragua,Matig,Arabica,Voldoet,0.56%,,2022-07-22 17:16:20.753516,2022-07-22 19:02:55.409393,Filling Machine 5,464.83,100,2022-07-22 17:10:24.565101,68.34%,2022-07-22 16:39:19.206618,3.3,2022-07-22 16:09:07,23 dagen,4.0,Medium,8,,7659,51,2022-07-22 18:19:28.580913,Herziening vereist,9792,1.68 kg CO2/kg,Geen,3.30 hours,50,0.62%,235.0 kWh,Grinder 2,3341,2023-06-29,0000
Packager 4,Burundi,Laag,Robusta,Voldoet gedeeltelijk,1.49%,2022-10-25,2021-03-28 20:09:16.640056,31-02-2025 25:61:61,Filling Machine 1,505.05,100,2021-03-28 19:51:56.568052,80.01%,2021-03-28 19:17:42.094447,3.62,2021-03-28 19:05:54,17 dagen,3.0,Licht,6,0.76 kg,425,30,2021-03-28 21:11:22.538081,Goedgekeurd,3420,5.36 kg CO2/kg,Geen,3.62 hours,54,1.37%,147.0 kWh,Grinder 2,8418,2023-09-12,2536
Packager 5,Brazilië,Hoog,Robusta,Voldoet,1.24%,2021-11-06,2022-12-29 03:55:49.397738,2022-12-29 05:37:14.073183,Filling Machine 5,477.87,100,2022-12-29 03:51:08.208593,63.98%,2022-12-29 02:57:56.610346,3.56,2022-12-29 02:45:27,18 dagen,4.0,Medium-Donker,5,0.70 kg,7444,27,2022-12-29 05:12:00.396983,Goedgekeurd,6457,6.45 kg CO2/kg,Geen,3.56 hours,55,2.96%,318.0 kWh,Grinder 2,7129,2022-03-11,6216
Packager 5,Guatemala,Laag,Arabica,Voldoet,2.00%,2023-07-17,2020-07-27 15:22:57.597449,2020-07-27 16:40:05.960807,Filling Machine 2,475.96,100,2020-07-27 15:13:37.953657,65.70%,2020-07-27 14:57:10.654693,3.52,2020-07-27 14:47:06,25 dagen,7.0,Medium,4,0.93 kg,1362,61,2020-07-27 16:17:05.169667,Goedgekeurd,8648,4.81 kg CO2/kg,Herziening vereist,3.52 hours,36,2.26%,341.0 kWh,Grinder 3,4683,2024-04-24,1140
Packager 4,Thailand,Laag,Arabica,Voldoet,0.28%,2021-06-21,2021-09-09 04:40:58.666602,2021-09-09 06:02:17.593861,Filling Machine 1,476.2,300,2021-09-09 04:33:36.967602,100.00%,2021-09-09 03:58:12.912701,3.52,2021-09-09 03:46:46,13 dagen,4.0,Licht,1,0.98 kg,1923,51,2021-09-09 05:51:12.202471,Goedgekeurd,8565,5.27 kg CO2/kg,Geen,3.52 hours,83,1.39%,277.0 kWh,Grinder 2,3449,2022-04-27,3469
Packager 5,Bolivia,Matig,Robusta,Voldoet,1.34%,2021-12-03,2023-06-21 04:23:36.557194,2023-06-21 05:54:10.463034,Filling Machine 2,492.86,400,2023-06-21 04:15:47.111442,64.13%,2023-06-21 03:43:57.924187,3.86,2023-06-21 03:22:09,22 dagen,4.0,Medium,7,1.26 kg,6196,48,2023-06-21 05:26:18.503925,Goedgekeurd,2522,5.06 kg CO2/kg,Geen,3.86 hours,35,1.54%,218.0 kWh,Grinder 4,3708,2022-01-06,7159
Packager 4,Kenia,Matig,Arabica,Voldoet,1.07%,2022-09-24,2020-01-25 02:16:51.149665,2020-01-25 03:41:37.080794,Filling Machine 5,497.35,100,2020-01-25 02:05:57.553220,83.92%,2020-01-25 01:42:22.850580,3.95,2020-01-25 01:19:10,10 dagen,4.0,Licht,6,1.19 kg,5728,46,2020-01-25 03:27:28.055223,Goedgekeurd,8364,2.96 kg CO2/kg,Geen,3.95 hours,49,1.35%,312.0 kWh,Grinder 2,4534,2022-10-27,137
Packager 2,Burundi,Kritiek,Arabica,Voldoet gedeeltelijk,1.30%,2023-02-17,2022-12-21 11:07:14.046941,2022-12-21 12:25:29.559506,Filling Machine 3,513.3,300,2022-12-21 10:51:44.087372,78.79%,2022-12-21 10:13:18.938295,4.27,2022-12-21 09:58:20,13 dagen,1.0,Medium,4,0.80 kg,673,51,2022-12-21 12:15:06.364845,Herziening vereist,6438,6.65 kg CO2/kg,Geen,4.27 hours,49,4.05%,364.0 kWh,Grinder 4,2130,2023-10-19,6162
Packager 5,Panama,Hoog,Arabica,Voldoet niet,1.61%,2020-03-10,2021-10-28 09:20:16.250140,2021-10-28 10:44:17.043549,Filling Machine 5,537.46,200,2021-10-28 09:15:39.431053,80.10%,2021-10-28 08:36:24.887792,4.75,2021-10-28 08:04:03,7 dagen,4.0,Medium-Donker,1,0.72 kg,4384,51,2021-10-28 10:39:11.579337,Goedgekeurd,4241,2.05 kg CO2/kg,Geen,500 hours,65,2.56%,258.0 kWh,Grinder 3,2282,,3761
Packager 1,Brazilië,Matig,Arabica,Voldoet,1.08%,2020-05-30,2020-04-13 09:09:41.995667,2020-04-13 10:29:42.521573,Filling Machine 3,539.41,400,2020-04-13 08:59:46.984939,63.14%,2020-04-13 08:38:30.206774,4.79,2020-04-13 08:24:14,11 dagen,,Medium,3,1.36 kg,4011,35,2020-04-13 10:15:50.125451,Herziening vereist,8249,8.02 kg CO2/kg,Geen,4.79 hours,55,2.08%,238.0 kWh,Grinder 2,4828,2021-03-13,578
Packager 3,Venezuela,Kritiek,Arabica,Voldoet,0.00%,2022-03-24,2022-09-26 08:40:04.465871,2022-09-26 10:30:03.578482,Filling Machine 1,490.9,500,2022-09-26 08:25:43.888316,61.24%,2022-09-26 07:41:06.016947,3.82,31-02-2025 25:61:61,15 dagen,1.0,Medium,5,1.06 kg,6583,34,2022-09-26 09:48:32.120718,Afgekeurd,7813,4.93 kg CO2/kg,Geen,3.82 hours,46,0.16%,170.0 kWh,Grinder 5,5298,2023-02-24,5675
Packager 1,Brazilië,Zeer Hoog,Arabica,Voldoet,0.67%,2021-05-04,2022-05-01 06:40:58.169386,2022-05-01 08:40:02.204823,Filling Machine 4,477.44,400,2022-05-01 06:33:48.942263,81.46%,2022-05-01 06:00:45.506971,4.1,2022-05-01 05:49:34,11 dagen,3.0,Medium,4,0.74 kg,2181,42,2022-05-01 08:12:11.083616,Afgekeurd,4207,9.27 kg CO2/kg,Geen,3.55 hours,76,1.29%,298.0 kWh,Grinder 1,3644,2022-03-31,4850
###,Panama,Hoog,Robusta,Voldoet,0.75%,2020-09-10,2021-11-06 14:06:42.717652,2021-11-06 15:52:21.395073,Filling Machine 3,505.05,100,2021-11-06 13:51:46.337727,88.43%,2021-11-06 13:02:31.464361,3.6,2021-11-06 12:29:03,15 dagen,3.0,Licht,7,1.00 kg,9095,48,2021-11-06 15:22:08.538629,Goedgekeurd,9560,3.42 kg CO2/kg,Geen,3.60 hours,60,2.86%,233.0 kWh,Grinder 4,4680,2021-05-22,XXXX
Packager 2,Ivoorkust,Hoog,Excelsa,Voldoet niet,1.00%,2023-06-02,2022-11-24 16:22:56.105187,2022-11-24 18:20:35.619449,Filling Machine 3,477.05,100,2022-11-24 16:11:37.242386,73.56%,2022-11-24 15:28:38.572158,3.54,2022-11-24 15:10:41,10 dagen,8.0,Medium,5,1.06 kg,7776,49,2022-11-24 17:41:04.289258,Goedgekeurd,1964,6.58 kg CO2/kg,Geen,3.54 hours,11,0.19%,onbekend,Grinder 4,1453,2024-02-15,9999
Packager 4,Tanzania,Hoog,Arabica,Voldoet,1.59%,2020-10-06,2022-04-20 13:07:03.836065,2022-04-20 14:47:41.929636,Filling Machine 4,485.08,300,2022-04-20 12:51:36.359248,78.42%,2022-04-20 12:09:06.470049,3.7,2022-04-20 11:33:30,16 dagen,8.0,Medium,3,1.15 kg,7383,37,2022-04-20 14:12:32.431813,Goedgekeurd,2497,4.29 kg CO2/kg,Geen,3.70 hours,69,2.70%,229.0 kWh,Grinder 5,5926,2021-06-29,4784
